expid,model_name,Train_CE,Valid_CE,Test_CE,Train_Acc,Valid_Acc,Test_Acc,dataset,best_step,sparsity,dropout,input_width,hidden1_width,hidden2_width,epsilon,epsilon_decay,l2_decay,initial_momentum,final_momentum,train-ll,valid-ll,test-ll,train-pll,valid-pll,test-pll,train-imperr,valid-imperr,test-imperr
exp381,rbm,102.71799,97.18562,97.47006,0.62810575,0.673925927734375,0.6732,PF00595,100000,True,False,81,100,None,0.0100,NONE,0.0100,0.0000,0.0000,,,,-113.973,-122.638,-123.078,0.419643,0.453412,0.456489
exp339,dbm,136.30730,129.80450,130.72869,0.48217515625,0.5146271484375,0.512577783203125,PF00595,121000,False,True,81,500,500,0.5000,NONE,0.0100,0.0000,0.0000,,,,-133.88,-136.13,-136.846,0.509187,0.517407,0.519825
exp282,dbm,13.98459,24.17785,24.14951,0.9456331875,0.91700244140625,0.917283984375,PF00595,32000,True,False,81,500,500,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-78.928729981566107,-150.60602083693209,-151.85721632085267,-35.1353,-292.956,-294.053,0.0879273,0.439529,0.442294
exp363,dbm,93.23542,74.60747,74.68506,0.659435875,0.75827158203125,0.75821728515625,PF00595,1000,True,False,81,500,500,0.1000,NONE,0.0100,0.0000,0.0000,,,,-107.173,-124.707,-125.077,0.3773,0.428563,0.429445
exp6,dbm,142.39779,138.23747,138.61121,0.45677421875,0.48072099609375,0.478449365234375,PF00595,1000,False,True,81,100,100,0.5000,NONE,0.0100,0.5000,0.9000,-188.09908837407363,-191.04810681306509,-191.92044065725946,-139.823,-141.504,-142.034,0.530568,0.536393,0.539494
exp396,dbm,99.33585,74.43826,74.64989,0.639666125,0.76261728515625,0.762543212890625,PF00595,4000,False,False,81,500,500,0.0100,NONE,0.0100,0.0000,0.0000,-131.48602363221653,-139.57650022561074,-139.98974587644148,-110.225,-126.421,-126.832,0.388214,0.43664,0.438463
exp29,dbm,89.04063,81.32008,80.28763,0.6236904296875,0.6798551025390625,0.684202880859375,PF00240,1000,True,False,69,100,100,0.1000,NONE,0.0100,0.5000,0.9000,-112.19615326264227,-122.61273437681365,-120.99385741714264,-90.3424,-106.168,-104.766,0.378321,0.436744,0.430393
exp312,rbm,79.12020,60.26374,60.70769,0.696007875,0.805822216796875,0.806049365234375,PF00595,98000,False,True,81,500,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-75.0168,-120.735,-121.579,0.28422,0.393778,0.396096
exp120,rbm,10.64653,16.90992,17.07412,0.963707875,0.945654296875,0.945792578125,PF00595,98000,True,False,81,500,None,0.1000,NONE,0.0010,0.5000,0.9000,,,,-28.6602,-121.614,-121.761,,,
exp59,dbm,123.93974,119.00347,118.03716,0.4562083203125,0.4943043518066406,0.5021739196777344,PF00240,1000,False,True,69,100,100,0.0100,NONE,0.0100,0.5000,0.9000,-202.41362842321814,-208.2649801165183,-206.75798432899768,-119.674,-123.694,-122.657,0.517388,0.533661,0.526898
exp167,dbm,124.56657,121.02678,120.36717,0.45575703125,0.48134783935546877,0.48737680053710936,PF00240,180000,False,True,69,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-186.54808180312213,-191.59366250860495,-190.52553367153948,-121.662,-125.303,-124.25,0.528174,0.541956,0.53503
exp131,dbm,48.08954,38.34245,37.66631,0.788436484375,0.8450289916992187,0.8483623046875,PF00240,4000,False,True,69,1000,1000,0.1000,NONE,0.0010,0.5000,0.9000,-201.45941582445494,-296.97935841837909,-292.20477904094548,-37.0784,-115.887,-113.778,0.147078,0.358205,0.352094
exp123,rbm,72.98747,53.48174,53.88352,0.7166405,0.832083984375,0.83226171875,PF00595,98000,False,True,81,500,None,0.1000,NONE,0.0010,0.5000,0.9000,-150.68958514387782,-188.49956276267261,-189.41130654107764,-72.1386,-126.52,-127.524,0.274807,0.397922,0.401081
exp167,rbm,116.90744,113.70128,113.29192,0.492388046875,0.521797119140625,0.5260579833984375,PF00240,76000,False,True,69,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-167.0667525543557,-173.71026695021172,-172.6553677848583,-112.453,-119.931,-118.336,0.483911,0.50929,0.500074
exp150,rbm,75.34756,56.73431,57.15215,0.7085953125,0.81998515625,0.81957529296875,PF00595,98000,False,True,81,500,None,0.0100,NONE,0.0010,0.5000,0.9000,,,,-70.4663,-122.005,-122.916,0.270993,0.394497,0.395575
exp204,rbm,117.18405,108.57126,109.18235,0.5653634375,0.625377783203125,0.62347158203125,PF00595,81000,False,True,81,500,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-131.606,-139.454,-139.642,0.46876,0.488946,0.490054
exp86,rbm,102.14147,96.62252,95.91943,0.543743984375,0.5877681274414063,0.5943623046875,PF00240,3000,False,True,69,100,None,0.5000,NONE,0.0010,0.5000,0.9000,,,,-90.2863,-109.504,-107.733,0.393568,0.44596,0.437673
exp393,rbm,121.25099,113.39288,113.76719,0.547180125,0.599219775390625,0.59812841796875,PF00595,98000,False,True,81,500,None,0.0100,NONE,0.0100,0.0000,0.0000,-193.38361398590371,-199.3583429186674,-200.22637635771531,-129.552,-135.977,-136.321,0.463645,0.480457,0.482846
exp8,dbm,98.28091,88.72319,87.61630,0.586132890625,0.6382174072265625,0.6439130249023437,PF00240,2000,False,False,69,100,100,0.5000,NONE,0.0100,0.5000,0.9000,,,,-98.4441,-110.821,-109.597,0.415979,0.460088,0.454557
exp282,rbm,10.78662,16.72150,16.80979,0.96323625,0.94668642578125,0.94644443359375,PF00595,98000,True,False,81,500,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-90.573934730781843,-136.59121552350518,-136.96127614502825,-29.4798,-120.539,-120.797,0.0848265,0.416931,0.418963
exp83,dbm,62.94154,64.38384,63.44859,0.720040078125,0.7329420166015626,0.7364637451171875,PF00240,1000,True,False,69,100,100,0.5000,NONE,0.0010,0.5000,0.9000,,,,-68.8097,-120.792,-118.507,0.291979,0.417015,0.409457
exp144,dbm,91.22121,75.14721,75.54498,0.6614361875,0.7253037109375,0.723698779296875,PF00595,179000,False,False,81,100,100,0.0100,NONE,0.0010,0.5000,0.9000,,,,-101.355,-128.726,-129.717,0.363475,0.424765,0.427253
exp177,dbm,136.12829,129.71132,130.26003,0.48447265625,0.5166271484375,0.51524443359375,PF00595,1000,False,True,81,500,500,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-222.61423833464653,-226.92571205672868,-228.04800423267005,-134.003,-136.331,-137.032,0.509266,0.51791,0.520496
exp63,dbm,114.83782,100.42808,100.68484,0.5789805,0.654716064453125,0.653466650390625,PF00595,4000,False,False,81,100,100,0.0100,NONE,0.0100,0.5000,0.9000,-123.94289638958941,-128.82418430422575,-129.23655051005176,-117.304,-124.931,-125.312,0.43194,0.459133,0.460305
exp243,dbm,94.90530,68.34408,68.45770,0.6536540625,0.7877728515625,0.78834072265625,PF00595,1000,False,False,81,1000,1000,0.0100,INVERSE_T,0.0100,0.5000,0.9000,,,,-111.567,-130.782,-131.327,0.385529,0.439889,0.442423
exp137,dbm,58.39923,62.14124,61.68196,0.73839984375,0.7425652465820313,0.746159423828125,PF00240,44000,True,False,69,100,100,0.0100,NONE,0.0010,0.5000,0.9000,-94.46790054137773,-126.30040921175862,-124.07563482267784,-63.3598,-117.924,-115.913,0.273328,0.407597,0.399625
exp147,rbm,11.54397,16.85506,16.94917,0.959726625,0.94638515625,0.94616787109375,PF00595,98000,True,False,81,500,None,0.0100,NONE,0.0010,0.5000,0.9000,,,,-32.2882,-121.228,-121.765,0.102542,0.419389,0.421108
exp345,dbm,147.35843,135.43556,136.04802,0.4577466875,0.50338271484375,0.502083935546875,PF00595,8000,True,False,81,1000,1000,0.5000,NONE,0.0100,0.0000,0.0000,-191.76400283250956,-193.55096544402693,-194.93008392424036,-143.078,-145.877,-146.554,0.53086,0.5392,0.541558
exp39,rbm,66.35641,57.89921,58.24860,0.7628473125,0.82716044921875,0.8277234375,PF00595,98000,True,False,81,500,None,0.1000,NONE,0.0100,0.5000,0.9000,-113.71448819099243,-126.4283256410194,-126.87241644422573,-89.867,-112.104,-112.567,0.326076,0.413779,0.414132
exp444,dbm,16.98761,21.72746,21.82143,0.934126375,0.925846875,0.926192578125,PF00595,32000,True,False,81,500,500,0.1000,NONE,0.0010,0.0000,0.0000,-89.517551076944756,-158.56567456700191,-159.53788488574344,-48.6926,-298.751,-300.298,0.110993,0.432947,0.434019
exp33,dbm,141.69709,137.08900,137.50750,0.45936375,0.48687900390625,0.484701220703125,PF00595,1000,False,True,81,100,100,0.1000,NONE,0.0100,0.5000,0.9000,-199.78091544955606,-202.89242879126317,-203.83894052950342,-138.933,-140.663,-141.238,0.526116,0.532148,0.53482
exp2,dbm,97.26683,88.23341,87.28050,0.5894304296875,0.6403768310546875,0.6439855346679687,PF00240,1000,True,False,69,100,100,0.5000,NONE,0.0100,0.5000,0.9000,-121.56765646057474,-130.5011964790836,-129.20277322836037,-97.2732,-109.926,-108.683,0.412019,0.459032,0.453044
exp11,dbm,132.28112,105.17163,104.32817,0.506144140625,0.5675072631835938,0.57104345703125,PF00240,1000,True,False,69,500,500,0.5000,NONE,0.0100,0.5000,0.9000,,,,-113.473,-120.213,-119.153,0.483112,0.507761,0.503289
exp107,rbm,5.54579,18.86804,18.47662,0.97768671875,0.9256376953125,0.9271884155273438,PF00240,5000,False,False,69,1000,None,0.5000,NONE,0.0010,0.5000,0.9000,-72.316285096783986,-136.18966200315299,-134.21811306405345,-17.6479,-117.096,-115.124,0.0698081,0.409708,0.404852
exp108,dbm,24.08486,17.20825,17.10978,0.912763375,0.94004443359375,0.9401185546875,PF00595,6000,False,False,81,1000,1000,0.5000,NONE,0.0010,0.5000,0.9000,-126.72998168085655,-193.59987632294747,-194.84445474885536,-94.2195,-350.781,-355.712,0.154634,0.424583,0.428254
exp135,dbm,10.83545,10.86162,10.91044,0.959161875,0.9622962890625,0.96266171875,PF00595,101000,False,False,81,1000,1000,0.1000,NONE,0.0010,0.5000,0.9000,-109.46667683601936,-190.39867071391859,-191.30133901257727,-75.0077,-433.537,-436.556,0.113476,0.468973,0.470932
exp390,rbm,67.89131,58.60957,58.90333,0.7570065,0.8257728515625,0.8259111328125,PF00595,98000,True,False,81,500,None,0.0100,NONE,0.0100,0.0000,0.0000,-114.49265670204687,-126.29113840804428,-126.65469432207959,-91.9531,-112.079,-112.48,0.332689,0.41192,0.412666
exp114,rbm,122.94675,115.05480,115.53730,0.52360678125,0.5662765625,0.564933349609375,PF00595,59000,False,True,81,100,None,0.1000,NONE,0.0010,0.5000,0.9000,,,,-116.929,-125.891,-126.231,0.442523,0.464417,0.465454
exp197,dbm,89.95987,80.63162,79.57264,0.62085796875,0.682202880859375,0.6868551025390625,PF00240,1000,False,False,69,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-90.8043,-106.883,-105.364,0.379814,0.439167,0.432
exp30,rbm,100.33693,94.98341,95.31901,0.6409686875,0.683698779296875,0.681387646484375,PF00595,90000,True,False,81,100,None,0.1000,NONE,0.0100,0.5000,0.9000,-127.13086654262236,-132.86481586135488,-133.31529802970903,-112.774,-121.737,-122.229,0.414082,0.449987,0.451532
exp164,rbm,77.01426,78.69882,77.50352,0.68315734375,0.6970144653320313,0.7042608642578125,PF00240,79000,True,False,69,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,,,,-85.1596,-104.018,-102.591,0.35183,0.430777,0.424815
exp371,dbm,59.98607,57.98064,57.19021,0.7406146875,0.7759420166015625,0.7785652465820313,PF00240,1000,True,False,69,1000,1000,0.1000,NONE,0.0100,0.0000,0.0000,-99.583595382052408,-121.69389146467563,-119.54125823507229,-71.9973,-108.826,-106.932,0.293715,0.404363,0.396964
exp191,rbm,76.06795,77.90361,76.89128,0.6878978125,0.7030869750976563,0.7076087036132812,PF00240,44000,True,False,69,100,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-84.6651,-103.621,-101.973,0.347537,0.428192,0.42137
exp21,dbm,657.70515,176.18942,176.32825,0.30664546875,0.3973975341796875,0.3968543212890625,PF00595,1000,True,False,81,1000,1000,0.5000,NONE,0.0100,0.5000,0.9000,nan,nan,nan,-214.512,-215.13,-214.455,0.647079,0.647685,0.647286
exp165,rbm,100.50116,95.26727,95.58218,0.63992475,0.6818271484375,0.680992578125,PF00595,90000,True,False,81,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,,,,-112.643,-121.657,-122.137,0.414264,0.450246,0.451958
exp264,rbm,6.70435,13.18294,13.36817,0.9784866875,0.958316015625,0.95797041015625,PF00595,100000,True,False,81,1000,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,,,,-21.2589,-111.873,-112.779,0.0440465,0.385922,0.388602
exp44,rbm,46.20280,48.38114,47.41952,0.806521953125,0.8245797119140625,0.8288261108398437,PF00240,6000,False,False,69,500,None,0.1000,NONE,0.0100,0.5000,0.9000,,,,-63.2341,-99.1868,-97.7653,0.263733,0.40757,0.40184
exp111,dbm,91.19654,77.95831,78.28204,0.658318,0.71324443359375,0.712819775390625,PF00595,4000,True,False,81,100,100,0.1000,NONE,0.0010,0.5000,0.9000,-80.049120161522978,-95.68377947975938,-96.362157064673909,-99.9941,-125.88,-126.676,0.364327,0.424664,0.426937
exp401,rbm,89.02465,83.53963,82.24774,0.62159796875,0.676840576171875,0.6814492797851562,PF00240,99000,False,True,69,1000,None,0.0100,NONE,0.0100,0.0000,0.0000,-162.64687844437697,-179.19733615737721,-177.26635710586129,-95.644,-115.071,-113.198,0.388242,0.441955,0.434999
exp281,rbm,5.68908,21.93132,21.57406,0.981731796875,0.913521728515625,0.9147391357421875,PF00240,12000,True,False,69,500,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,,,,-12.303,-105.888,-103.516,0.0177077,0.39826,0.38894
exp269,dbm,5.52210,16.22500,16.02092,0.974834296875,0.9357391357421875,0.9364637451171876,PF00240,198000,False,False,69,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-74.753814774895773,-169.04586115066945,-165.77609731273344,-7.68371,-328.87,-322.335,0.0168284,0.427056,0.419615
exp53,rbm,42.46115,44.68764,43.41746,0.8189003125,0.8342608642578125,0.839,PF00240,4000,False,False,69,1000,None,0.1000,NONE,0.0100,0.5000,0.9000,,,,-64.0195,-101.891,-100.019,0.277459,0.417597,0.410862
exp72,rbm,64.00779,55.05721,55.37504,0.7713376875,0.8387505859375,0.83910126953125,PF00595,98000,False,False,81,500,None,0.0100,NONE,0.0100,0.5000,0.9000,-113.34498120399326,-126.19314749990588,-126.60549374317804,-88.5124,-111.422,-111.869,0.317035,0.409243,0.410233
exp140,rbm,100.31823,95.75713,94.60913,0.55096578125,0.59068115234375,0.59768115234375,PF00240,79000,False,True,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,,,,-88.5569,-108.236,-106.741,0.387336,0.438856,0.43481
exp369,dbm,104.76990,76.80907,76.88276,0.6234670625,0.74453828125,0.744162939453125,PF00595,1000,False,False,81,500,500,0.1000,NONE,0.0100,0.0000,0.0000,,,,-121.487,-137.22,-137.533,0.414499,0.45863,0.458912
exp95,dbm,67.67656,54.22174,53.52868,0.699122265625,0.7802898559570313,0.7841304321289062,PF00240,1000,False,True,69,500,500,0.5000,NONE,0.0010,0.5000,0.9000,-173.21953858571726,-238.33787132777013,-234.96469497145165,-49.5839,-96.5691,-94.9478,0.219939,0.371358,0.365128
exp482,rbm,40.59413,37.96265,37.27404,0.81556265625,0.8544347534179687,0.8582608642578125,PF00240,99000,False,True,69,1000,None,0.0100,NONE,0.0010,0.0000,0.0000,-103.48394484061328,-171.56600879352311,-168.90831361921357,-36.6433,-121.818,-119.478,0.173019,0.374051,0.368113
exp102,dbm,1293.00134,771.92215,773.90260,0.26686009375,0.3592938232421875,0.3572,PF00595,89000,True,False,81,1000,1000,0.5000,NONE,0.0010,0.5000,0.9000,nan,nan,nan,-894.547,-895.207,-897.693,0.677077,0.679227,0.681023
exp47,dbm,64.84040,61.65722,60.73831,0.7222675,0.7592608642578125,0.7620289916992188,PF00240,1000,True,False,69,1000,1000,0.1000,NONE,0.0100,0.5000,0.9000,,,,-78.5289,-110.052,-108.045,0.319472,0.414674,0.405324
exp264,dbm,18.35502,19.16244,18.89377,0.931538125,0.93570859375,0.9364494140625,PF00595,4000,True,False,81,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,,,,-72.7091,-338.77,-343.637,0.121418,0.4141,0.417842
exp62,dbm,89.63722,80.42479,79.21434,0.62236515625,0.683275390625,0.6892174072265626,PF00240,4000,False,False,69,100,100,0.0100,NONE,0.0100,0.5000,0.9000,-111.19370317837019,-121.51105942338114,-119.90423453206671,-90.4146,-106.46,-105.017,0.377631,0.436569,0.430812
exp258,rbm,72.53609,53.32066,53.79974,0.718780875,0.83286416015625,0.8329185546875,PF00595,98000,False,True,81,500,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-179.53069813648824,-217.45520769119469,-218.67878990829956,-70.94,-125.778,-126.769,0.271911,0.400164,0.402762
exp33,rbm,136.43246,132.48979,132.85815,0.48205953125,0.505935791015625,0.504804931640625,PF00595,84000,False,True,81,100,None,0.1000,NONE,0.0100,0.5000,0.9000,-181.23709709388277,-184.52469372875203,-185.4704909046649,-136.59,-139.625,-140.3,0.512965,0.522241,0.525108
exp471,rbm,18.85092,20.59985,20.73618,0.928585,0.93362470703125,0.93314072265625,PF00595,98000,True,False,81,500,None,0.0100,NONE,0.0010,0.0000,0.0000,,,,-50.9655,-123.267,-123.708,0.205972,0.425234,0.42695
exp261,rbm,10.00146,14.14832,14.29014,0.9657954375,0.95598515625,0.95520986328125,PF00595,98000,False,False,81,500,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-86.657525662245462,-131.4187771931754,-132.00748916011264,-28.7925,-117.923,-118.832,0.0777516,0.411245,0.413374
exp75,rbm,58.91634,50.93769,51.26938,0.788373875,0.8505185546875,0.8509876953125,PF00595,100000,True,False,81,1000,None,0.0100,NONE,0.0100,0.5000,0.9000,,,,-85.0559,-109.516,-109.962,0.307544,0.402828,0.403936
exp98,rbm,6.51005,20.64424,19.95392,0.9749596875,0.9182608642578125,0.9202463989257812,PF00240,5000,False,False,69,500,None,0.5000,NONE,0.0010,0.5000,0.9000,-70.516917773288355,-131.2342778725689,-129.40138950105609,-16.5111,-115.351,-112.737,0.0543819,0.419058,0.410714
exp320,rbm,29.14081,31.23301,30.72697,0.8655396875,0.8794347534179687,0.8803623046875,PF00240,99000,False,True,69,1000,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-15.3833,-120.255,-118.029,0.0760803,0.367935,0.360347
exp281,dbm,7.81922,36.71275,36.44537,0.9669540625,0.8624492797851563,0.8644492797851563,PF00240,1000,True,False,69,500,500,0.1000,INVERSE_T,0.0010,0.5000,0.9000,,,,-8.4693,-227.6,-221.972,0.0268572,0.417205,0.410511
exp270,dbm,16.68363,12.36916,12.41338,0.9374713125,0.9572345703125,0.9570123046875,PF00595,193000,False,False,81,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-107.72100689014019,-175.49148546444962,-176.43375034839983,-59.3946,-362.05,-365.552,0.10132,0.426546,0.429661
exp177,rbm,117.57090,108.85421,109.24447,0.5638571875,0.62294814453125,0.62192099609375,PF00595,94000,False,True,81,500,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-203.00906443282872,-209.8715327096063,-210.73236347141028,-130.042,-137.935,-138.081,0.469473,0.49045,0.491328
exp266,dbm,51.87436,39.23981,38.79291,0.7712075,0.842797119140625,0.8444202880859375,PF00240,1000,False,True,69,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-186.89540491948844,-280.56862806178219,-276.16350195453163,-37.8803,-115.578,-113.563,0.151037,0.362278,0.356038
exp267,dbm,83.51945,47.41982,47.57615,0.69596625,0.8438123046875,0.84411357421875,PF00595,1000,False,True,81,1000,1000,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-263.85806438252575,-312.58730981902056,-313.97569804398313,-78.8543,-124.144,-124.626,0.268986,0.382208,0.384326
exp318,rbm,8.10520,12.60226,12.74831,0.9721046875,0.9599802734375,0.9596197265625,PF00595,100000,True,False,81,1000,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,-82.89238409563734,-130.17703753426952,-130.71996870132159,-30.086,-114.015,-114.802,0.0917928,0.396293,0.397543
exp426,dbm,8.13644,23.22824,23.15357,0.97348975,0.92190126953125,0.9225431640625,PF00595,12000,True,False,81,1000,1000,0.5000,NONE,0.0010,0.0000,0.0000,-138.79341681122719,-231.08555037031965,-232.25286148116902,-27.9039,-318.336,-322.307,0.0589809,0.419461,0.422808
exp162,dbm,6.37014,16.80857,16.74218,0.9753651875,0.94112587890625,0.9418814453125,PF00595,32000,False,False,81,1000,1000,0.0100,NONE,0.0010,0.5000,0.9000,,,,-70.0811,-336.621,-338.296,0.168556,0.54218,0.545537
exp218,dbm,89.66037,81.19670,80.03448,0.6214133984375,0.6782608642578125,0.6820289916992187,PF00240,7000,True,False,69,100,100,0.0100,INVERSE_T,0.0100,0.5000,0.9000,,,,-90.8472,-106.234,-104.872,0.380987,0.437192,0.431528
exp272,rbm,48.15147,65.99116,64.85566,0.779667578125,0.7302318725585938,0.7339710083007812,PF00240,44000,True,False,69,100,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-88.706691966820813,-120.45255133141183,-119.14770172230487,-57.5214,-108.59,-106.961,0.264296,0.431887,0.424977
exp261,dbm,23.13772,15.72864,15.86484,0.91431325,0.94496298828125,0.94503701171875,PF00595,200000,False,False,81,500,500,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-106.7448758789709,-166.96958594423313,-167.85952571700921,-71.0053,-324.794,-327.276,0.130616,0.420477,0.422205
exp158,rbm,26.21469,30.25677,29.80507,0.879386484375,0.8831738891601563,0.8835652465820313,PF00240,99000,False,True,69,1000,None,0.0100,NONE,0.0010,0.5000,0.9000,-76.395307337107056,-167.93551588596722,-165.54085332042052,-11.4745,-119.75,-117.629,0.0544947,0.366595,0.358766
exp125,dbm,4.33720,30.58967,30.52402,0.982659921875,0.8814058227539062,0.8826521606445312,PF00240,200000,False,False,69,500,500,0.1000,NONE,0.0010,0.5000,0.9000,-102.28373285123439,-199.59449420521685,-196.48464027164869,-3.25769,-251.787,-246.377,0.0102901,0.458396,0.44991
exp59,rbm,116.63386,113.59964,113.15086,0.4927362890625,0.523115966796875,0.5267536010742188,PF00240,76000,False,True,69,100,None,0.0100,NONE,0.0100,0.5000,0.9000,-173.09346851466995,-179.68399381939773,-178.63789489644154,-113.637,-121.051,-119.39,0.486851,0.510873,0.501047
exp245,rbm,48.17001,66.48479,65.60843,0.7799509375,0.7275362548828125,0.7295941772460938,PF00240,79000,True,False,69,100,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-85.889714862923256,-118.25494157868857,-117.07524511357917,-56.7003,-108.158,-106.948,0.259417,0.429938,0.423923
exp228,rbm,65.67413,57.14860,57.47892,0.765376875,0.83209384765625,0.83207900390625,PF00595,98000,True,False,81,500,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-113.16901961442926,-125.69518183476504,-126.0578016769602,-89.2474,-111.142,-111.608,0.319788,0.408256,0.408773
exp377,rbm,38.77514,41.25673,40.83731,0.83628671875,0.8530869750976563,0.8534347534179687,PF00240,37000,False,False,69,1000,None,0.1000,NONE,0.0100,0.0000,0.0000,,,,-59.1203,-97.6235,-95.9468,0.248545,0.402712,0.394262
exp66,dbm,90.73948,71.56439,71.65436,0.6670774375,0.7746271484375,0.774666650390625,PF00595,1000,True,False,81,500,500,0.0100,NONE,0.0100,0.5000,0.9000,-114.83108127788057,-124.86080691876145,-125.41552982137887,-102.682,-122.374,-122.864,0.363259,0.422867,0.424365
exp129,dbm,5.30965,24.04573,24.01469,0.9804565625,0.9184345703125,0.91892841796875,PF00595,5000,True,False,81,1000,1000,0.1000,NONE,0.0010,0.5000,0.9000,-127.10695360742488,-215.59593036821298,-217.6871903885451,-42.2018,-312.154,-315.833,0.0972472,0.460972,0.465247
exp200,rbm,43.15895,47.42094,46.93780,0.8229196875,0.8334492797851563,0.8356521606445313,PF00240,92000,True,False,69,500,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-58.4658,-95.524,-93.9654,0.231414,0.392009,0.384565
exp150,dbm,99.69453,67.99228,68.17432,0.6307066875,0.77075556640625,0.7705728515625,PF00595,11000,False,True,81,500,500,0.0100,NONE,0.0010,0.5000,0.9000,,,,-88.4054,-112.538,-112.969,0.32659,0.398875,0.400421
exp423,dbm,26.30658,18.43987,18.63316,0.9055183125,0.93512587890625,0.93458271484375,PF00595,183000,False,False,81,500,500,0.5000,NONE,0.0010,0.0000,0.0000,-120.84267464037782,-185.57667986545925,-186.69181498437445,-76.5255,-314.818,-316.735,0.139757,0.413622,0.415529
exp179,rbm,46.91808,49.69385,48.89666,0.8049225,0.8206231689453125,0.8246521606445313,PF00240,91000,False,False,69,500,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-91.496669232617819,-113.73109453710015,-112.4281167182898,-62.1772,-98.6996,-97.1072,0.254074,0.406812,0.397301
exp293,rbm,24.80389,29.97999,29.44747,0.8864975,0.8843623046875,0.886884033203125,PF00240,99000,False,True,69,1000,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-90.008743505215193,-183.96435990121529,-181.14117807464424,-10.4512,-121.873,-119.507,0.0501026,0.362427,0.355255
exp215,dbm,74.03143,58.91575,58.51761,0.693568984375,0.7675507202148437,0.768275390625,PF00240,162000,False,False,69,1000,1000,0.1000,INVERSE_T,0.0100,0.5000,0.9000,-110.1295002003036,-127.30914655515971,-125.49786141418315,-89.5034,-119.991,-118.068,0.341121,0.42573,0.417669
exp195,dbm,141.72178,137.00974,137.43020,0.45916446875,0.48658271484375,0.484730859375,PF00595,1000,False,True,81,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,-194.34568802559966,-197.42977732979625,-198.3970644048926,-138.911,-140.639,-141.218,0.526401,0.532388,0.535031
exp29,rbm,77.13249,78.51766,77.65754,0.68233453125,0.7010289916992187,0.7046231689453125,PF00240,44000,True,False,69,100,None,0.1000,NONE,0.0100,0.5000,0.9000,-104.22484505832759,-116.17775502983457,-115.0343682397492,-85.3607,-104.116,-102.716,0.351235,0.430507,0.425058
exp396,rbm,67.03169,57.13531,57.41028,0.7599948125,0.8309234375,0.83112099609375,PF00595,98000,False,False,81,500,None,0.0100,NONE,0.0100,0.0000,0.0000,-115.00746042529011,-126.87021801692271,-127.23013527113443,-92.1008,-112.428,-112.811,0.333177,0.412702,0.413849
exp195,rbm,136.28072,132.37986,133.02031,0.48261284375,0.50675556640625,0.504197509765625,PF00595,59000,False,True,81,100,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,-182.38521959298657,-185.59021646407535,-186.61286038668089,-136.273,-139.269,-140.012,0.511256,0.520449,0.522623
exp27,dbm,119.56950,103.68734,103.92004,0.5622621875,0.633560498046875,0.632716064453125,PF00595,2000,False,False,81,1000,1000,0.5000,NONE,0.0100,0.5000,0.9000,,,,-121.767,-128.466,-128.781,0.453119,0.475043,0.475069
exp36,rbm,100.61786,95.22614,95.61231,0.6394369375,0.68065185546875,0.67986171875,PF00595,96000,False,False,81,100,None,0.1000,NONE,0.0100,0.5000,0.9000,-127.09891640654513,-132.89658522565207,-133.32188112143865,-112.729,-121.824,-122.254,0.414704,0.450644,0.452149
